Iteration;Decisions;Reward Total;Time;ShortestPickupTime;LongestPickupTime;AveragePickupTime;ShortestDropoffTime;LongestDropoffTime;AverageDropoffTime;TotalPickups;TotalDropoffs;Reward Drop off;Reward Pick up;Reward Same Location;Reward Leftover;;Mean average reward;
2620;47;-5.908.475;0;3;3;1.5;0;0;NaN;2;0;0;40;-4600;-1.348.475;;-5.416.816;-4280
2621;47;-5.969.775;0;1.333.333;1.333.333;0.6666667;0;0;NaN;2;0;0;40;-4700;-1.309.776;;-5.463.897;-4300
2622;42;-5.417.745;0;29;29;7.25;0;0;NaN;4;0;0;80;-4000;-1.497.744;;-5.471.423;-4200
2623;48;-5.987.243;0;1.666.667;1.666.667;0.5555556;0;0;NaN;3;0;0;60;-4800;-1.247.242;;-5.558.489;-4260
2624;47;-6.099.661;0;0.3333333;0.3333333;0.3333333;0;0;NaN;1;0;0;20;-4700;-1419.66;;-5.876.580;-4560
2625;45;-5.998.027;0;2.333.333;2.333.333;0.7777777;0;0;NaN;3;0;0;60;-4500;-1.558.028;;-5.894.490;-4540
2626;43;-5.198.795;0;1.266.667;1.266.667;6.333.333;0;0;NaN;2;0;0;40;-4000;-1.238.795;;-5.740.294;-4400
2627;48;-5.810.011;0;1.666.667;1.666.667;1.666.667;0;0;NaN;1;0;0;20;-4700;-1130.01;;-5.818.747;-4540
2628;36;-4.713.149;0;1.233.333;1.233.333;4.111.111;0;0;NaN;3;0;0;60;-3400;-1.373.149;;-5.563.929;-4260
2629;46;-6.486.054;0;4.333.333;4.333.333;1.444.445;0;0;NaN;3;0;0;60;-4500;-2.046.053;;-5.641.207;-4220
2630;37;-4.644.298;0;2;2;2;0;0;NaN;1;0;0;20;-3500;-1.164.298;;-5.370.461;-4020
2631;46;-5.781.077;0;4;4;1;0;0;NaN;4;0;0;80;-4500;-1.361.077;;-5.486.918;-4120
2632;47;-5717.6;0;1.666.667;1.666.667;0.8333334;0;0;NaN;2;0;0;40;-4700;-1057.6;;-5.406.145;-4120
2633;49;-5.978.211;0;6.666.667;6.666.667;1.666.667;0;0;NaN;4;0;0;80;-4800;-1.258.211;;-5.722.410;-4400
2634;51;-7.065.826;0;0;0;NaN;0;0;NaN;0;0;0;0;-5100;-1.965.825;;-5.867.353;-4520
2635;47;-6.013.061;0;0;0;0;0;0;NaN;1;0;0;20;-4600;-1433.06;;-6.209.544;-4740
2636;34;-4.321.188;0;3;3;0.6;0;0;NaN;5;0;0;100;-3200;-1.221.187;;-5.844.572;-4480
2637;47;-6.088.104;0;0;0;NaN;0;0;NaN;0;0;0;0;-4600;-1.488.103;;-5.893.278;-4460
2638;40;-5.131.254;0;30;30;7.500.001;0;0;NaN;4;0;0;80;-3700;-1.511.254;;-5.723.887;-4240
2639;45;-5602.45;0;5.333.333;5.333.333;1.333.333;0;0;NaN;4;0;0;80;-4500;-1.182.449;;-5.388.402;-4120
2640;36;-4.364.978;0;9.666.667;9.666.667;3.222.222;1.133.333;1.133.333;1.133.333;3;1;30;60;-3300;-1.154.978;;-4.976.381;-3860
2641;48;-6.280.364;0;0;0;NaN;0;0;NaN;0;0;0;0;-4700;-1.580.363;;-5.466.175;-4160
2642;41;-5.088.708;0;2.933.334;2.933.334;7.333.334;0;0;NaN;4;0;0;80;-3800;-1.368.707;;-5.216.326;-4000
2643;45;-5.552.469;0;1.666.667;1.666.667;0.5555556;0;0;NaN;3;0;0;60;-4500;-1.112.469;;-5.321.630;-4160
2644;46;-5722.7;0;3.333.333;3.333.333;1.666.667;0;0;NaN;2;0;0;40;-4500;-1262.7;;-5.321.630;-4160
2645;46;-5.548.269;0;6;6;1.5;0;0;NaN;4;0;0;80;-4500;-1.128.269;;-5.617.453;-4400
2646;40;-4.518.975;0;4.400.002;4.400.002;8.800.003;23;23;11.5;5;2;60;100;-3800;-8.789.756;;-5.177.105;-4220
2647;38;-4.209.998;0;3.633.333;3.633.333;5.190.476;1.266.666;1.266.666;1.266.666;7;1;30;140;-3500;-8.799.988;;-4.957.428;-4160
2648;40;-5230.81;0;2.633.334;2.633.334;8.777.781;0;0;NaN;3;0;0;60;-3800;-1.490.809;;-4.759.081;-4020
2649;40;-5.094.612;0;7.900.004;7.900.004;1.316.667;2.599.999;2.599.999;13;6;2;60;120;-3800;-1.474.612;;-4.842.964;-3880
2650;46;-6.132.377;0;1;1;1;0;0;NaN;1;0;0;20;-4600;-1.552.377;;-4.988.991;-3900
2651;46;-5.855.064;0;2;2;2;0;0;NaN;1;0;0;20;-4600;-1.275.063;;-5.323.013;-4060
2652;45;-5.180.726;0;5;5;0.8333333;0;0;NaN;6;0;0;120;-4400;-9.007.256;;-5.565.695;-4240
2653;42;-5.517.118;0;3.966.667;3.966.667;1.983.333;0;0;NaN;2;0;0;40;-4000;-1.557.118;;-5.555.979;-4280
2654;45;-5.666.538;0;4.333.333;4.333.333;1.083.333;0;0;NaN;4;0;0;80;-4500;-1.246.538;;-5.670.365;-4420
2655;48;-6.008.922;0;1.666.667;1.666.667;1.666.667;0;0;NaN;1;0;0;20;-4700;-1.328.922;;-5.645.674;-4440
2656;37;-4.610.427;0;0.6666667;0.6666667;0.6666667;0;0;NaN;1;0;0;20;-3400;-1.230.427;;-5.396.746;-4200
2657;47;-6.054.204;0;1.333.333;1.333.333;1.333.333;0;0;NaN;1;0;0;20;-4600;-1.474.203;;-5.571.442;-4240
2658;38;-4.716.432;0;5.666.667;5.666.667;2.833.333;0;0;NaN;2;0;0;40;-3600;-1.156.432;;-5.411.305;-4160
2659;43;-5.436.584;0;2.566.667;2.566.667;8.555.556;0;0;NaN;3;0;0;60;-4100;-1.396.584;;-5.365.314;-4080
2660;48;-6.158.964;0;0;0;NaN;0;0;NaN;0;0;0;0;-4800;-1.358.964;;-5.395.322;-4100
2661;45;-5.385.392;0;0.3333333;0.3333333;0.1111111;0;0;NaN;3;0;0;60;-4500;-9.453.917;;-5.550.315;-4320
2662;35;-4.297.704;0;5.666.667;5.666.667;0.9444445;0;0;NaN;6;0;0;120;-3300;-1.117.704;;-5.199.015;-4060
2663;50;-6.132.448;0;3.333.333;3.333.333;1.666.667;0;0;NaN;2;0;0;40;-4900;-1.272.448;;-5.482.218;-4320
2664;41;-5.010.328;0;43;43;10.75;0;0;NaN;4;0;0;80;-3900;-1.190.328;;-5.396.967;-4280
2665;45;-5.747.478;0;5.333.333;5.333.333;1.777.778;0;0;NaN;3;0;0;60;-4500;-1.307.476;;-5.314.670;-4220
2666;40;-5.342.173;0;2.766.668;2.766.668;6.916.669;0;0;NaN;4;0;0;80;-3800;-1.622.172;;-5.306.026;-4080
2667;46;-5.748.445;0;3;3;1.5;0;0;NaN;2;0;0;40;-4600;-1.188.445;;-5.596.174;-4340
2668;38;-4.694.818;0;2.199.999;2.199.999;11;0;0;NaN;2;0;0;40;-3600;-1.134.818;;-5.308.648;-4080
2669;40;-4.935.852;0;2;2;1;0;0;NaN;2;0;0;40;-3800;-1.175.851;;-5.293.753;-4060
2670;36;-4.639.732;0;3;3;1;0;0;NaN;3;0;0;60;-3400;-1.299.733;;-5.072.204;-3840
2671;40;-4.772.251;0;4.233.333;4.233.333;1.411.111;0;0;NaN;3;0;0;60;-3800;-1.032.251;;-4.958.220;-3840
2672;46;-5.536.114;0;2.666.667;2.666.667;0.8888889;0;0;NaN;3;0;0;60;-4600;-996.114;;-4.915.753;-3840
2673;42;-4.845.241;0;3.400.001;3.400.001;8.500.002;11;11;11;4;1;30;80;-3900;-1.055.241;;-4.945.838;-3900
2674;38;-4.867.061;0;20;20;9.999.998;0;0;NaN;2;0;0;40;-3600;-1307.06;;-4.932.080;-3860
2675;36;-4.005.105;0;3.066.667;3.066.667;4.380.952;0;0;NaN;7;0;0;140;-3300;-8.451.056;;-4.805.154;-3840
2676;48;-5.698.864;0;4.333.333;4.333.333;1.444.445;0;0;NaN;3;0;0;60;-4700;-1.058.865;;-4.990.477;-4020
2677;44;-5.316.281;0;11;11;1.571.429;0;0;NaN;7;0;0;140;-4400;-1.056.281;;-4.946.510;-3980
2678;46;-6.119.499;0;5.666.667;5.666.667;1.888.889;0;0;NaN;3;0;0;60;-4500;-1.679.499;;-5.201.362;-4100
2679;44;-5.469.336;0;1.333.333;1.333.333;1.904.762;0;0;NaN;7;0;0;140;-4400;-1.209.336;;-5.321.817;-4260
2680;44;-5.499.621;0;9;9;1.8;0;0;NaN;5;0;0;100;-4400;-1.199.621;;-5.620.720;-4480
2681;51;-6.508.534;0;0;0;NaN;0;0;NaN;0;0;0;0;-5000;-1.508.534;;-5.782.654;-4540
2682;43;-4.991.758;0;4.733.332;4.733.332;7.888.887;1.699.999;1.699.999;1.699.999;6;1;30;120;-4000;-1.141.757;;-5.717.750;-4460
2683;35;-4.452.917;0;5;5;1.666.667;0;0;NaN;3;0;0;60;-3300;-1.212.916;;-5.384.433;-4220
2684;41;-4.937.212;0;2.066.666;2.066.666;6.888.888;1.666.666;1.666.666;1.666.666;3;1;30;60;-3800;-1.227.212;;-5.278.008;-4100
2685;50;-6.474.604;0;2.666.667;2.666.667;1.333.333;0;0;NaN;2;0;0;40;-4900;-1.614.603;;-5.473.005;-4200
2686;35;-4.343.491;0;18;18;6;2.533.333;2.533.333;1.266.666;3;2;60;60;-3300;-1.163.491;;-5.039.996;-3860
2687;33;-4.070.676;0;4.666.666;4.666.666;5.833.333;0;0;NaN;8;0;0;160;-3100;-1.130.676;;-4.855.780;-3680
2688;46;-5.771.785;0;1;1;1;0;0;NaN;1;0;0;20;-4600;-1.191.785;;-5.119.554;-3940
2689;49;-5.691.875;0;9;9;1.8;0;0;NaN;5;0;0;100;-4800;-9.918.748;;-5.270.486;-4140
2690;46;-6.296.112;0;2.333.333;2.333.333;1.166.667;0;0;NaN;2;0;0;40;-4600;-1.736.112;;-5.234.788;-4080
2691;47;-5.798.553;0;0.6666667;0.6666667;0.6666667;0;0;NaN;1;0;0;20;-4600;-1.218.554;;-5.525.800;-4340
2692;46;-6.318.576;0;4.333.333;4.333.333;2.166.667;0;0;NaN;2;0;0;40;-4500;-1.858.575;;-5.975.380;-4620
2693;36;-4.267.803;0;1.733.333;1.733.333;3.466.666;0;0;NaN;5;0;0;100;-3300;-1.067.803;;-5.674.584;-4360
2694;46;-5.538.927;0;3.333.333;3.333.333;1.111.111;0;0;NaN;3;0;0;60;-4600;-998.926;;-5.643.994;-4320
2695;44;-5.452.807;0;2.233.333;2.233.333;2.791.667;0;0;NaN;8;0;0;160;-4300;-1.312.808;;-5.475.333;-4260
2696;49;-5.650.239;0;5.666.667;5.666.667;1.133.333;0;0;NaN;5;0;0;100;-4800;-9.502.388;;-5.445.670;-4300
2697;48;-6.178.834;0;0;0;NaN;0;0;NaN;0;0;0;0;-4700;-1.478.835;;-5.417.722;-4340
2698;45;-5.448.202;0;4.666.667;4.666.667;1.166.667;0;0;NaN;4;0;0;80;-4500;-1.028.201;;-5.653.802;-4580
2699;49;-6.076.838;0;6.666.667;6.666.667;2.222.222;0;0;NaN;3;0;0;60;-4900;-1.236.838;;-5.761.384;-4640
2700;46;-5.499.131;0;1.666.667;1.666.667;0.5555556;0;0;NaN;3;0;0;60;-4600;-959.131;;-5.770.649;-4700
2701;46;-5.531.597;0;4;4;1.333.333;0;0;NaN;3;0;0;60;-4600;-9.915.958;;-5.746.920;-4660
2702;48;-5697.06;0;6;6;0.9999999;0;0;NaN;6;0;0;120;-4800;-1.017.059;;-5.638.942;-4680
2703;38;-4.528.156;0;16;16;2.285.715;1.783.333;1.783.333;1.783.333;7;1;30;140;-3500;-1.198.156;;-5.408.931;-4480
2704;50;-6.185.569;0;0.6666667;0.6666667;0.3333333;0;0;NaN;2;0;0;40;-4900;-1.325.568;;-5.436.113;-4480
2705;47;-6.256.654;0;1;1;1;0;0;NaN;1;0;0;20;-4700;-1.576.654;;-5.625.494;-4500
2706;45;-5.737.371;0;3;3;0.75;0;0;NaN;4;0;0;80;-4400;-1417.37;;-5.676.938;-4460
2707;46;-6236.43;0;1.333.333;1.333.333;0.6666667;0;0;NaN;2;0;0;40;-4600;-1.676.429;;-5.676.938;-4420
2708;42;-5.001.981;0;2.466.667;2.466.667;6.166.667;8.833.334;8.833.334;8.833.334;4;1;30;80;-4000;-1.111.982;;-5.795.394;-4520
2709;44;-5408.29;0;1.666.666;1.666.666;833.333;0;0;NaN;2;0;0;40;-4200;-1.248.289;;-5.665.335;-4380
2710;35;-4.337.294;0;12;12;3;1.183.333;1.183.333;1.183.333;4;1;30;80;-3300;-1.147.295;;-5.025.549;-4100
2711;40;-5.010.115;0;2.733.333;2.733.333;5.466.666;0;0;NaN;5;0;0;100;-3700;-1.410.114;;-4.783.130;-3960
2712;36;-4.299.557;0;1.833.333;1.833.333;4.583.332;0;0;NaN;4;0;0;80;-3300;-1.079.558;;-4.662.237;-3700
2713;47;-5.917.399;0;1.333.333;1.333.333;1.333.333;0;0;NaN;1;0;0;20;-4600;-1.337.398;;-4.891.091;-3820
2714;36;-4.794.763;0;1.333.333;1.333.333;0.6666667;0;0;NaN;2;0;0;40;-3400;-1.434.764;;-4.871.826;-3660
2715;46;-6.104.219;0;4;4;1.333.333;0;0;NaN;3;0;0;60;-4500;-1.664.219;;-5.225.211;-3900
2716;39;-4.613.785;0;4.866.665;4.866.665;8.111.109;0;0;NaN;6;0;0;120;-3700;-1.033.785;;-5.145.945;-3900
2717;46;-6.041.417;0;2;2;1;0;0;NaN;2;0;0;40;-4600;-1.481.417;;-5.494.317;-4160
2718;48;-5.559.454;0;9.000.001;9.000.001;1.5;0;0;NaN;6;0;0;120;-4800;-8.794.547;;-5.422.728;-4200
2719;46;-6187.62;0;1;1;1;0;0;NaN;1;0;0;20;-4600;-1.607.619;;-5.579.719;-4440
2720;38;-5.275.457;0;7.333.334;7.333.334;2.444.445;0;0;NaN;3;0;0;60;-3500;-1.835.456;;-5.372.528;-4240
2721;44;-5.839.932;0;30;30;5.999.999;3.033.332;3.033.332;1.516.666;5;2;60;100;-4200;-1.799.932;;-5.679.065;-4340
2722;41;-5212.73;0;1.933.333;1.933.333;6.444.443;0;0;NaN;3;0;0;60;-3800;-1.472.729;;-5.558.281;-4180
2723;46;-6.012.252;0;2.666.667;2.666.667;0.8888889;0;0;NaN;3;0;0;60;-4600;-1.472.252;;-5.709.214;-4140
2724;38;-4.860.099;0;1.233.333;1.233.333;4.111.112;0;0;NaN;3;0;0;60;-3500;-1420.1;;-5.496.935;-3920
2725;37;-4.496.793;0;1.233.333;1.233.333;6.166.665;0;0;NaN;2;0;0;40;-3500;-1.036.793;;-5.302.269;-3920
2726;41;-4.980.491;0;3.800.002;3.800.002;9.500.004;0;0;NaN;4;0;0;80;-3900;-1.160.491;;-5.087.409;-3860
2727;47;-5.548.174;0;0.6666667;0.6666667;0.3333333;0;0;NaN;2;0;0;40;-4600;-9.881.737;;-5.179.562;-4020
2728;45;-5.487.165;0;5;5;1.25;0;0;NaN;4;0;0;80;-4500;-1.067.164;;-5.074.544;-4000
2729;41;-5.397.302;0;4.900.002;4.900.002;1.633.334;0;0;NaN;3;0;0;60;-3800;-1.657.303;;-5.181.985;-4060
2730;46;-6.012.488;0;3;3;1;0;0;NaN;3;0;0;60;-4600;-1.472.487;;-5.485.124;-4280
2731;45;-5.800.689;0;7.666.666;7.666.666;1.533.333;0;0;NaN;5;0;0;100;-4400;-1.500.689;;-5.649.164;-4380
2732;45;-5507.41;0;8.666.666;8.666.666;1.444.444;0;0;NaN;6;0;0;120;-4400;-1.227.411;;-5.674.411;-4340
2733;37;-4.834.038;0;2;2;1;0;0;NaN;2;0;0;40;-3400;-1.474.038;;-5.511.129;-4120
2734;46;-5.801.214;0;3;3;1.5;0;0;NaN;2;0;0;40;-4600;-1.241.213;;-5.612.107;-4280
2735;38;-4.860.612;0;0.6666667;0.6666667;0.6666667;0;0;NaN;1;0;0;20;-3500;-1.380.612;;-5.324.138;-4060
2736;46;-5.639.332;0;1.666.667;1.666.667;0.8333334;0;0;NaN;2;0;0;40;-4600;-1.079.332;;-5.283.799;-4100
2737;46;-5.575.836;0;0.3333333;0.3333333;0.1666667;0;0;NaN;2;0;0;40;-4500;-1.115.836;;-5.342.206;-4120
2738;45;-5.232.367;0;7.333.333;7.333.333;1.222.222;0;0;NaN;6;0;0;120;-4400;-9.523.666;;-5.421.872;-4320
2739;37;-4.755.525;0;4.666.667;4.666.667;4.666.667;0;0;NaN;1;0;0;20;-3400;-1.375.524;;-5.212.734;-4080
2740;48;-5.828.339;0;2;2;1;0;0;NaN;2;0;0;40;-4700;-1.168.339;;-5.406.280;-4320
2741;37;-4.972.492;0;1.666.667;1.666.667;0.8333334;0;0;NaN;2;0;0;40;-3500;-1.512.491;;-5.272.912;-4100
2742;37;-4.719.733;0;1.333.333;1.333.333;1.333.333;0;0;NaN;1;0;0;20;-3500;-1.239.733;;-5.101.691;-3900
2743;41;-4619.78;0;3.433.334;3.433.334;6.866.668;9.999.999;9.999.999;9.999.999;5;1;30;100;-3900;-8.497.795;;-5.069.022;-3800
2744;47;-6.020.862;0;0.6666667;0.6666667;0.6666667;0;0;NaN;1;0;0;20;-4700;-1.340.862;;-5.385.357;-4060
2745;47;-5.846.699;0;1;1;0.5;0;0;NaN;2;0;0;40;-4600;-1286.7;;-5.389.947;-4040
2746;46;-5.567.537;0;5.333.333;5.333.333;1.066.667;0;0;NaN;5;0;0;100;-4600;-1.067.536;;-5.538.708;-4260
2747;41;-5.037.029;0;7.333.334;7.333.334;3.666.667;2.416.668;2.416.668;2.416.668;2;1;30;40;-3800;-1.307.028;;-5.618.032;-4320
2748;47;-5.654.262;0;2.333.333;2.333.333;1.166.667;0;0;NaN;2;0;0;40;-4600;-1.094.262;;-5.625.278;-4460
2749;47;-5.879.284;0;1;1;1;0;0;NaN;1;0;0;20;-4700;-1.199.283;;-5.596.962;-4460
2750;46;-5.576.593;0;0.6666667;0.6666667;0.2222222;0;0;NaN;3;0;0;60;-4500;-1.136.592;;-5.542.941;-4440
2751;38;-4.966.274;0;5.666.667;5.666.667;1.416.667;8.500.001;8.500.001;8.500.001;4;1;30;80;-3600;-1.476.275;;-5.422.688;-4240
2752;51;-6.498.787;0;0;0;NaN;0;0;NaN;0;0;0;0;-5000;-1.498.786;;-5.715.040;-4480
2753;47;-5.920.574;0;1;1;1;0;0;NaN;1;0;0;20;-4600;-1.340.574;;-5.768.302;-4480
2754;41;-5.173.379;0;2.466.667;2.466.667;8.222.224;0;0;NaN;3;0;0;60;-3900;-1.333.378;;-5.627.121;-4320
2755;39;-4.957.708;0;3;3;1;0;0;NaN;3;0;0;60;-3700;-1.317.708;;-5.503.344;-4160
2756;50;-6.079.781;0;2.333.333;2.333.333;1.166.667;0;0;NaN;2;0;0;40;-4900;-1.219.781;;-5.726.046;-4420
2757;47;-6.134.711;0;1;1;1;0;0;NaN;1;0;0;20;-4600;-1.554.711;;-5.653.231;-4340
2758;47;-5741.88;0;2;2;1;0;0;NaN;2;0;0;40;-4600;-1181.88;;-5.586.395;-4340
2759;37;-4978.73;0;1.666.667;1.666.667;1.666.667;0;0;NaN;1;0;0;20;-3500;-1498.73;;-5.724.067;-4260
2760;41;-4.975.884;0;3.033.332;3.033.332;1.011.111;0;0;NaN;3;0;0;60;-3800;-1.235.885;;-5.730.125;-4280
2761;37;-4.407.344;0;1.066.667;1.066.667;5.333.333;0;0;NaN;2;0;0;40;-3400;-1.047.345;;-5.172.646;-3980
2762;42;-4.822.253;0;13;13;3.25;0;0;NaN;4;0;0;80;-3900;-1.002.253;;-4.735.160;-3840
2763;47;-5.896.882;0;1.666.667;1.666.667;0.8333334;0;0;NaN;2;0;0;40;-4600;-1.336.882;;-5.025.591;-3840
2764;37;-4.457.863;0;1.233.333;1.233.333;3.083.334;0;0;NaN;4;0;0;80;-3400;-1.137.863;;-4.912.045;-3820
2765;45;-5.326.844;0;8.333.334;8.333.334;1.388.889;0;0;NaN;6;0;0;120;-4400;-1.046.843;;-4.982.237;-3940
2766;36;-4.616.521;0;5;5;1;0;0;NaN;5;0;0;100;-3300;-1416.52;;-5.024.073;-3920
2767;40;-5.059.794;0;42;42;14;0;0;NaN;3;0;0;60;-3800;-1.319.794;;-5.071.581;-3900
2768;34;-4.143.555;0;3.566.666;3.566.666;5.095.237;0;0;NaN;7;0;0;140;-3200;-1.083.555;;-4.720.915;-3620
2769;36;-4.466.241;0;3.066.666;3.066.666;7.666.664;0;0;NaN;4;0;0;80;-3300;-1.246.241;;-4.722.591;-3600
2770;46;-5.881.037;0;6;6;2;0;0;NaN;3;0;0;60;-4600;-1.341.037;;-4.833.430;-3640
2771;45;-5.409.866;0;7;7;1.4;0;0;NaN;5;0;0;100;-4400;-1.109.865;;-4.992.099;-3860
2772;46;-6.509.383;0;1.333.333;1.333.333;0.4444444;0;0;NaN;3;0;0;60;-4600;-1.969.383;;-5.282.016;-4020
2773;40;-5.187.286;0;9.333.334;9.333.334;3.111.111;2.283.334;2.283.334;2.283.334;3;1;30;60;-3800;-1.477.285;;-5.490.763;-4140
2774;49;-6.039.479;0;1.633.333;1.633.333;2.722.222;0;0;NaN;6;0;0;120;-4800;-1.359.478;;-5.805.410;-4440
2775;46;-5.760.841;0;1.666.667;1.666.667;0.8333334;0;0;NaN;2;0;0;40;-4600;-1200.84;;-5.781.371;-4440
2776;41;-5.146.804;0;5.666.667;5.666.667;2.833.333;1.699.999;1.699.999;1.699.999;2;1;30;40;-3900;-1.316.804;;-5.728.759;-4340
2777;40;-5.550.926;0;2.233.333;2.233.333;7.444.445;0;0;NaN;3;0;0;60;-3800;-1.810.926;;-5.537.067;-4180
2778;46;-5.804.893;0;1;1;0.5;0;0;NaN;2;0;0;40;-4500;-1.344.893;;-5.660.589;-4320
2779;40;-5.095.415;0;1.433.333;1.433.333;4.777.778;2.283.334;2.283.334;2.283.334;3;1;30;60;-3800;-1.385.415;;-5.471.776;-4120
2780;36;-4750.7;0;2.233.333;2.233.333;7.444.444;0;0;NaN;3;0;0;60;-3300;-1510.7;;-5.399.510;-3860
2781;44;-5.171.736;0;1.133.333;1.133.333;1.416.667;0;0;NaN;8;0;0;160;-4300;-1.031.735;;-5.405.743;-3940
2782;45;-5.465.436;0;8.333.333;8.333.333;2.083.333;0;0;NaN;4;0;0;80;-4400;-1.145.435;;-5.384.370;-4060
2783;46;-5.649.374;0;6.333.333;6.333.333;1.266.667;0;0;NaN;5;0;0;100;-4600;-1.149.373;;-5.345.490;-4080
2784;37;-4.524.146;0;5;5;5;0;0;NaN;1;0;0;20;-3400;-1.144.145;;-5.202.673;-4000
2785;41;-5146.29;0;7.333.334;7.333.334;7.333.334;2.333.334;2.333.334;2.333.334;1;1;30;20;-3800;-1396.29;;-5.202.673;-4100
2786;37;-4.721.348;0;2.333.333;2.333.333;1.166.667;0;0;NaN;2;0;0;40;-3500;-1.261.347;;-5.090.076;-3940
2787;41;-5.292.046;0;2.433.334;2.433.334;8.111.114;0;0;NaN;3;0;0;60;-3900;-1.452.045;;-5.046.729;-3840
2788;36;-4.410.905;0;1.899.999;1.899.999;6.333.332;0;0;NaN;3;0;0;60;-3300;-1.170.905;;-4.737.111;-3580
2789;47;-5.862.994;0;3;3;1.5;0;0;NaN;2;0;0;40;-4700;-1.202.994;;-5.071.823;-3840
2790;37;-4.638.872;0;7.666.668;7.666.668;7.666.668;0;0;NaN;1;0;0;20;-3500;-1.158.872;;-4.985.233;-3780
2791;43;-5.368.689;0;2.866.666;2.866.666;9.555.554;1.766.666;1.766.666;1.766.666;3;1;30;60;-4000;-1.458.689;;-5.114.701;-3880
2792;38;-4.840.277;0;5.666.666;5.666.666;2.833.333;9.666.666;9.666.666;9.666.666;2;1;30;40;-3600;-1.310.278;;-5.024.347;-3820
2793;35;-4.434.391;0;6.666.667;6.666.667;1.666.667;0;0;NaN;4;0;0;80;-3300;-1214.39;;-5.029.045;-3820
2794;38;-5.172.665;0;0;0;NaN;0;0;NaN;0;0;0;0;-3500;-1.672.665;;-4.890.979;-3580
2795;46;-5.622.989;0;3.333.333;3.333.333;1.111.111;0;0;NaN;3;0;0;60;-4500;-1.182.989;;-5.087.802;-3780
2796;41;-5.374.247;0;3.100.001;3.100.001;15.5;0;0;NaN;2;0;0;40;-3800;-1.614.246;;-5.088.914;-3740
2797;41;-4.899.852;0;1.666.667;1.666.667;0.8333334;0;0;NaN;2;0;0;40;-3800;-1.139.852;;-5.100.829;-3780
2798;46;-5922.01;0;3;3;1.5;0;0;NaN;2;0;0;40;-4500;-1462.01;;-5.267.438;-4020
2799;36;-4.297.945;0;15;15;3.749.999;0;0;NaN;4;0;0;80;-3400;-9.779.443;;-5.048.758;-4000
2800;45;-5.549.935;0;14;14;2.333.333;0;0;NaN;6;0;0;120;-4400;-1.269.934;;-5.030.495;-3980
2801;47;-6861.95;0;0;0;NaN;0;0;NaN;0;0;0;0;-4600;-2.261.947;;-4.915.911;-4140
2802;51;-6.406.434;0;0.6666667;0.6666667;0.6666667;0;0;NaN;1;0;0;20;-5100;-1.326.435;;-5.418.105;-4400
2803;40;-5.505.109;0;2.733.334;2.733.334;6.833.335;0;0;NaN;4;0;0;80;-3800;-1.785.109;;-5.439.856;-4260
2804;47;-5.987.432;0;0;0;NaN;0;0;NaN;0;0;0;0;-4700;-1.287.432;;-5.862.228;-4520
2805;41;-4.819.008;0;8.333.333;8.333.333;2.777.778;1.666.666;1.666.666;1.666.666;3;1;30;60;-3900;-1.009.008;;-5.679.496;-4420
2806;46;-6219.85;0;4.666.667;4.666.667;1.166.667;0;0;NaN;4;0;0;80;-4600;-1699.85;;-5.679.496;-4420
2807;46;-5.608.891;0;2.666.667;2.666.667;1.333.333;0;0;NaN;2;0;0;40;-4500;-1148.89;;-5.480.110;-4300
2808;46;-5.483.553;0;4.333.333;4.333.333;1.083.333;0;0;NaN;4;0;0;80;-4500;-1.063.553;;-5.474.721;-4440
2809;39;-4.738.599;0;2.733.333;2.733.333;4.555.555;0;0;NaN;6;0;0;120;-3700;-1.158.599;;-5.162.513;-4240
2810;41;-5.091.074;0;3.766.666;3.766.666;1.255.555;0;0;NaN;3;0;0;60;-3800;-1.351.074;;-5.230.529;-4220
2811;41;-5791;0;2.533.334;2.533.334;1.266.667;0;0;NaN;2;0;0;40;-3900;-1.930.999;;-4.185.582;-4080
2812;36;-4.631.582;0;1.566.666;1.566.666;1.566.666;0;0;NaN;1;0;0;20;-3400;-1.251.582;;-3.990.120;-3860
2813;47;-5.834.423;0;0;0;NaN;0;0;NaN;0;0;0;0;-4600;-1.234.422;;-4.060.294;-3880
2814;45;-6.392.678;0;5.666.667;5.666.667;1.416.667;0;0;NaN;4;0;0;80;-4500;-1.972.677;;-4.391.110;-4040
2815;48;-6.137.796;0;0;0;NaN;0;0;NaN;0;0;0;0;-4800;-1.337.796;;-4.600.454;-4240
2816;41;-5.806.517;0;4.233.334;4.233.334;1.058.333;0;0;NaN;4;0;0;80;-3900;-1.986.516;;-5.760.599;-4240
2817;46;-5741.91;0;1.666.667;1.666.667;0.5555556;0;0;NaN;3;0;0;60;-4600;-1201.91;;-6.042.854;-4480
2818;47;-5.697.366;0;1.666.667;1.666.667;1.666.667;0;0;NaN;1;0;0;20;-4600;-1.117.366;;-6.008.589;-4480
2819;41;-5.125.048;0;30;30;15;0;0;NaN;2;0;0;40;-3800;-1.365.048;;-5.691.682;-4340
2820;37;-4.342.878;0;1.333.333;1.333.333;3.333.333;0;0;NaN;4;0;0;80;-3400;-1.022.878;;-5.242.952;-4060
2821;46;-5.859.061;0;2.666.667;2.666.667;1.333.333;0;0;NaN;2;0;0;40;-4500;-1399.06;;-5.256.088;-4180
2822;38;-4.914.003;0;1.433.333;1.433.333;2.866.667;0;0;NaN;5;0;0;100;-3500;-1.514.003;;-5.187.671;-3960
